372.184,153.854,0.0
369.05405,183.32158,0.0
360.21115,208.81648,0.0
346.47583,230.34393,0.0
328.66852,247.90913,0.0
307.60974,261.51727,0.0
284.11987,271.17358,0.0
259.01947,276.88327,0.0
233.12894,278.65152,0.0
207.26881,276.48352,0.0
182.25952,270.38452,0.0
158.92155,260.3597,0.0
138.0754,246.41428,0.0
120.54147,228.5534,0.0
107.14026,206.78238,0.0
98.69226,181.10635,0.0
95.99932,151.74892,0.0
99.871544,124.90834,0.0
110.18691,101.17813,0.0
125.810936,80.77677,0.0
145.60904,63.922913,0.0
168.44678,50.835052,0.0
193.18954,41.731796,0.0
218.70284,36.83172,0.0
240.06198,36.09691,0.0
256.18274,37.35784,0.0
273.194,40.417946,0.0
290.55923,45.707027,0.0
307.74185,53.654922,0.0
324.2051,64.69139,0.0
339.41245,79.24625,0.0
352.8273,97.74936,0.0
363.91296,120.63043,0.0
372.1328,148.31929,0.0
376.95032,181.24588,0.0
377.8288,219.83978,0.0
374.2316,264.5309,0.0
364.63635,314.3378,0.0
348.7867,356.39856,0.0
328.73297,388.5368,0.0
305.42737,411.89374,0.0
279.82202,427.6105,0.0
252.86931,436.82806,0.0
225.52136,440.68765,0.0
198.73029,440.33032,0.0
173.44852,436.89725,0.0
150.62814,431.5295,0.0
131.22134,425.3681,0.0
116.180435,419.55435,0.0
103.88803,413.98163,0.0
